aged_70_older,PrivateGatheringRestrictions,B.1.427/B.1.429,new_tests_smoothed_per_thousand,ClosPubAnyPartial,weekly_icu_admissions,new_tests_per_thousand,people_vaccinated,total_vaccinations_per_hundred,WorkplaceClosures,BanOnAllEvents,StayHomeRiskG,AT.1,EntertainmentVenues,HotelsOtherAccommodationPartial,OutdoorOver500,ClosDaycare,B.1.525,AdaptationOfWorkplacePartial,new_deaths_smoothed_per_million,RestaurantsCafesPartial,new_vaccinations,B.1.1.7+E484K,IndoorOver50,SocialCircle,B.1.640,hosp_patients_per_million,cardiovasc_death_rate,C.1.2,StayHomeGen,C.37,P.3,B.1.617.2,B.1.351,diabetes_prevalence,people_fully_vaccinated,population_density,B.1.617.3,MassGatherAllPartial,new_deaths,StayHomeOrderPartial,StayHomeRiskGPartial,total_boosters_per_hundred,new_tests,ClosSec,AY.4.2,OutdoorOver100,HotelsOtherAccommodation,weekly_hosp_admissions_per_million,stringency_index,people_vaccinated_per_hundred,IndoorOver1000,UNK,MasksVoluntaryAllSpaces,GymsSportsCentresPartial,icu_patients,IndoorOver500,gdp_per_capita,MasksMandatoryAllSpacesPartial,new_cases,life_expectancy,AdaptationOfWorkplace,ClosHigh,GymsSportsCentres,RestaurantsCafes,Teleworking,MassGather50,total_deaths,RegionalStayHomeOrder,new_vaccinations_smoothed,MasksMandatoryClosedSpacesPartial,total_vaccinations,people_fully_vaccinated_per_hundred,P.1,MassGather50Partial,total_boosters,IndoorOver100,MasksVoluntaryAllSpacesPartial,B.1.617.1,total_tests,MasksMandatoryClosedSpaces,new_deaths_per_million,total_cases_per_million,new_vaccinations_smoothed_per_million,B.1.617,RegionalStayHomeOrderPartial,hosp_patients,PlaceOfWorship,QuarantineForInternationalTravellersPartial,PlaceOfWorshipPartial,B.1.526,SocialCirclePartial,OutdoorOver50,female_smokers,ClosPrimPartial,weekly_hosp_admissions,weekly_icu_admissions_per_million,total_tests_per_thousand,B.1.620,ClosPrim,NonEssentialShopsPartial,handwashing_facilities,BanOnAllEventsPartial,EntertainmentVenuesPartial,male_smokers,aged_65_older,total_cases,new_tests_smoothed,QuarantineForInternationalTravellers,MasksVoluntaryClosedSpaces,B.1.621,MasksVoluntaryClosedSpacesPartial,SGTF,Other,median_age,MasksMandatoryAllSpaces,NonEssentialShops,human_development_index,ClosSecPartial,B.1.1.529,ClosureOfPublicTransport,positive_rate,ClosureOfPublicTransportPartial,new_people_vaccinated_smoothed_per_hundred,hospital_beds_per_thousand,ClosHighPartial,B.1.1.7,B.1.616,ClosPubAny,tests_per_case,total_deaths_per_million,icu_patients_per_million,TeleworkingPartial,new_people_vaccinated_smoothed,WorkplaceClosuresPartial,new_deaths_smoothed,MassGatherAll,population,OutdoorOver1000,reproduction_rate,StayHomeGenPartial,PrivateGatheringRestrictionsPartial,extreme_poverty,ClosDaycarePartial,StayHomeOrder
12.325,0.0,0.0,0.823,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.801,0.0,0.0,0.0,0.0,0.0,0.0,73.452,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,19.0,0.0,0.0,0.0,2522.0,0.0,0.0,0.0,0.0,0.0,72.22,0.0,0.0,0.0,0.0,0.0,120.0,0.0,46682.515,0.0,233.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72710.0,0.0,3.268,1002.872,0.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,12.508,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,5830.0,4785.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0674,0.0,0.0,2.5,0.0,0.0,0.0,0.0,14.8,40.769,20.642,0.0,0.0,0.0,16.286,0.0,5813302.0,0.0,1.03,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.717,0.0,0.0,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654,0.0,0.0,0.0,0.0,0.0,0.0,68.464,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,10.0,0.0,0.0,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,72.22,0.0,0.0,0.0,0.0,0.0,113.0,0.0,46682.515,0.0,184.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75013.0,0.0,1.72,1034.524,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,12.904,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,6014.0,4169.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0709,0.0,0.0,2.5,0.0,0.0,0.0,0.0,14.1,42.489,19.438,0.0,0.0,0.0,15.429,0.0,5813302.0,0.0,0.97,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.681,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.433,0.0,0.0,0.0,0.0,0.0,0.0,69.152,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,13.0,0.0,0.0,0.0,2210.0,0.0,0.0,0.0,0.0,0.0,72.22,0.0,0.0,0.0,0.0,0.0,106.0,0.0,46682.515,0.0,177.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77223.0,0.0,2.236,1064.971,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,13.284,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,6191.0,3958.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0694,0.0,0.0,2.5,0.0,0.0,0.0,0.0,14.4,44.725,18.234,0.0,0.0,0.0,14.143,0.0,5813302.0,0.0,0.93,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.679,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,67.26,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,13.0,0.0,0.0,0.0,2118.0,0.0,0.0,0.0,0.0,47.915,72.22,0.0,0.0,0.0,0.0,0.0,104.0,0.0,46682.515,0.0,178.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79341.0,0.0,2.236,1095.591,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,279.0,0.0,13.648,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,6369.0,3949.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0654,0.0,0.0,2.5,0.0,0.0,0.0,0.0,15.3,46.961,17.89,0.0,0.0,0.0,13.429,0.0,5813302.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.571,0.0,0.0,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.408,0.0,0.0,0.0,0.0,0.0,0.0,65.539,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,12.0,0.0,0.0,0.0,2129.0,0.0,0.0,0.0,0.0,0.0,72.22,0.0,0.0,0.0,0.0,0.0,100.0,0.0,46682.515,0.0,144.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81470.0,0.0,2.064,1120.362,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,14.014,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,6513.0,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0705,0.0,0.0,2.5,0.0,0.0,0.0,0.0,14.2,49.025,17.202,0.0,0.0,0.0,14.0,0.0,5813302.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.567,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.359,0.0,0.0,0.0,0.0,0.0,0.0,64.335,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,14.0,0.0,0.0,0.0,6186.0,0.0,0.0,0.0,0.0,0.0,72.22,0.0,0.0,0.0,0.0,0.0,93.0,0.0,46682.515,0.0,193.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87656.0,0.0,2.408,1153.561,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,15.079,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,6706.0,3297.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0624,0.0,0.0,2.5,0.0,0.0,0.0,0.0,16.0,51.434,15.998,0.0,0.0,0.0,13.714,0.0,5813302.0,0.0,0.85,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.567,0.0,0.0,0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.236,0.0,0.0,0.0,0.0,0.0,0.0,61.067,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,10.0,0.0,0.0,0.0,5600.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,89.0,0.0,46682.515,0.0,170.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93256.0,0.0,1.72,1182.805,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,16.042,0.0,-1.0,0.0,0.0,0.0,0.0,18.8,19.677,6876.0,3295.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0555,0.0,0.0,2.5,0.0,0.0,0.0,0.0,18.0,53.154,15.31,0.0,0.0,0.0,13.0,0.0,5813302.0,0.0,0.84,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.635,0.0,0.0,0.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.064,0.0,0.0,0.0,0.0,0.0,0.0,58.659,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,12.0,0.0,0.0,0.0,5299.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,92.0,0.0,46682.515,0.0,198.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98555.0,0.0,2.064,1216.864,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,16.953,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,7074.0,3692.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0481,0.0,0.0,2.5,0.0,0.0,0.0,0.0,20.8,55.218,15.826,0.0,0.0,0.0,12.0,0.0,5813302.0,0.0,0.85,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.696,0.0,0.0,0.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.187,0.0,0.0,0.0,0.0,0.0,0.0,57.97,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,15.0,0.0,0.0,0.0,4773.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,93.0,0.0,46682.515,0.0,194.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103328.0,0.0,2.58,1250.236,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,17.774,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,7268.0,4045.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0443,0.0,0.0,2.5,0.0,0.0,0.0,0.0,22.6,57.798,15.998,0.0,0.0,0.0,12.714,0.0,5813302.0,0.0,0.86,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.697,0.0,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.113,0.0,0.0,0.0,0.0,0.0,0.0,52.294,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,10.0,0.0,0.0,0.0,2271.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,87.0,0.0,46682.515,0.0,169.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105599.0,0.0,1.72,1279.307,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,18.165,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,7437.0,4054.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0439,0.0,0.0,2.5,0.0,0.0,0.0,0.0,22.8,59.519,14.966,0.0,0.0,0.0,12.286,0.0,5813302.0,0.0,0.86,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.691,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015,0.0,0.0,0.0,0.0,0.0,0.0,52.122,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,9.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,33.833,68.52,0.0,0.0,0.0,0.0,0.0,84.0,0.0,46682.515,0.0,143.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107459.0,0.0,1.548,1303.906,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,197.0,0.0,18.485,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,7580.0,4017.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0431,0.0,0.0,2.5,0.0,0.0,0.0,0.0,23.2,61.067,14.45,0.0,0.0,0.0,11.714,0.0,5813302.0,0.0,0.87,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.802,0.0,0.0,1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.941,0.0,0.0,0.0,0.0,0.0,0.0,55.218,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,9.0,0.0,0.0,0.0,6642.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,84.0,0.0,46682.515,0.0,131.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114101.0,0.0,1.548,1326.441,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,-1.0,19.3,0.0,0.0,0.0,19.628,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,7711.0,4662.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0367,0.0,0.0,2.5,0.0,0.0,0.0,0.0,27.2,62.615,14.45,0.0,0.0,0.0,11.286,0.0,5813302.0,0.0,0.87,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,0.889,0.0,0.0,1.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.745,0.0,0.0,0.0,0.0,0.0,0.0,54.186,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,6.0,0.0,0.0,0.0,9745.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,81.0,0.0,46682.515,0.0,180.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123846.0,0.0,1.032,1357.404,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,21.304,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,7891.0,5170.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0327,0.0,0.0,2.5,0.0,0.0,0.0,0.0,30.5,63.647,13.934,0.0,0.0,0.0,10.143,0.0,5813302.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,1.036,0.0,0.0,1.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.843,0.0,0.0,0.0,0.0,0.0,0.0,53.154,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,14.0,0.0,0.0,0.0,11580.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,80.0,0.0,46682.515,0.0,217.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135426.0,0.0,2.408,1394.732,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,23.296,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,8108.0,6024.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0292,0.0,0.0,2.5,0.0,0.0,0.0,0.0,34.2,66.055,13.762,0.0,0.0,0.0,10.714,0.0,5813302.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,1.212,0.0,0.0,2.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.794,0.0,0.0,0.0,0.0,0.0,0.0,52.122,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,10.0,0.0,0.0,0.0,12459.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,74.0,0.0,46682.515,0.0,163.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147885.0,0.0,1.72,1422.771,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,25.439,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,8271.0,7047.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0243,0.0,0.0,2.5,0.0,0.0,0.0,0.0,41.2,67.776,12.729,0.0,0.0,0.0,10.429,0.0,5813302.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,1.458,0.0,0.0,2.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646,0.0,0.0,0.0,0.0,0.0,0.0,52.122,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,9.0,0.0,0.0,0.0,14781.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,69.0,0.0,46682.515,0.0,137.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162666.0,0.0,1.548,1446.338,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,27.982,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,8408.0,8477.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0192,0.0,0.0,2.5,0.0,0.0,0.0,0.0,52.1,69.324,11.869,0.0,0.0,0.0,9.571,0.0,5813302.0,0.0,0.89,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,1.707,0.0,0.0,2.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.769,0.0,0.0,0.0,0.0,0.0,0.0,47.477,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,15.0,0.0,0.0,0.0,12416.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,70.0,0.0,46682.515,0.0,235.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175082.0,0.0,2.58,1486.763,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,30.117,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,8643.0,9926.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0174,0.0,0.0,2.5,0.0,0.0,0.0,0.0,57.6,71.904,12.041,0.0,0.0,0.0,10.286,0.0,5813302.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,1.915,0.0,0.0,1.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646,0.0,0.0,0.0,0.0,0.0,0.0,46.961,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,4.0,0.0,0.0,0.0,10301.0,0.0,0.0,0.0,0.0,36.065,68.52,0.0,0.0,0.0,0.0,0.0,70.0,0.0,46682.515,0.0,130.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185383.0,0.0,0.688,1509.125,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,210.0,0.0,31.889,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,8773.0,11132.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0153,0.0,0.0,2.5,0.0,0.0,0.0,0.0,65.3,72.592,12.041,0.0,0.0,0.0,9.571,0.0,5813302.0,0.0,0.89,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,2.178,-1.0,0.0,2.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.548,0.0,0.0,0.0,0.0,0.0,0.0,50.402,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,5.0,0.0,0.0,0.0,17341.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,72.0,0.0,46682.515,0.0,123.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202724.0,0.0,0.86,1530.283,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,34.872,0.0,0.0,-1.0,0.0,0.0,0.0,18.8,19.677,8896.0,12660.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.0134,0.0,0.0,2.5,0.0,0.0,0.0,0.0,74.8,73.452,12.385,0.0,0.0,0.0,9.0,0.0,5813302.0,0.0,0.87,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,2.338,0.0,0.0,2.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573,0.0,0.0,0.0,0.0,0.0,0.0,46.617,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,7.0,0.0,0.0,0.0,16262.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,66.0,0.0,46682.515,0.0,153.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218986.0,0.0,1.204,1556.602,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,37.67,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,9049.0,13591.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,1.0,0.94,0.0,0.0,0.0,0.0122,0.0,0.0,2.5,0.0,0.0,0.0,1.0,82.2,74.656,11.353,0.0,0.0,0.0,9.143,0.0,5813302.0,0.0,0.86,0.0,0.0,0.2,0.0,0.0
12.325,0.0,0.0,2.448,0.0,0.0,2.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,43.693,114.767,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,136.52,0.0,0.0,9.0,0.0,0.0,0.0,16058.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,65.0,0.0,46682.515,0.0,157.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235044.0,0.0,1.548,1583.609,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,40.432,0.0,0.0,0.0,0.0,0.0,0.0,18.8,19.677,9206.0,14231.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.94,0.0,0.0,0.0,0.011,0.0,0.0,2.5,0.0,0.0,0.0,0.0,90.7,76.205,11.181,0.0,0.0,0.0,8.429,0.0,5813302.0,0.0,0.86,0.0,0.0,0.2,0.0,0.0
